#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2017-12-01 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, wxcodes, ice_accretion_1hr, ice_accretion_3hr, ice_accretion_6hr, metar
SBCT,2016-01-01 09:00,-49.1758,-25.5285,69.80,68.00,94.01,360.00,5.00,0.00,29.94,M,4.97,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,SBCT 010900Z 36005KT 8000 OVC004 21/20 Q1014
SBCT,2016-01-01 10:00,-49.1758,-25.5285,69.80,68.00,94.01,40.00,7.00,0.00,29.97,M,6.21,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,SBCT 011000Z 04007KT 9999 OVC004 21/20 Q1015
SBCT,2016-01-01 11:00,-49.1758,-25.5285,71.60,68.00,88.43,40.00,6.00,0.00,29.97,M,6.21,M,SCT,BKN,M,M,400.00,800.00,M,M,M,M,M,M,SBCT 011100Z 04006KT 9999 SCT004 BKN008 22/20 Q1015
SBCT,2016-01-01 12:00,-49.1758,-25.5285,73.40,68.00,83.21,10.00,4.00,0.00,30.00,M,6.21,M,BKN,BKN,M,M,900.00,1200.00,M,M,M,M,M,M,SBCT 011200Z 01004KT 9999 BKN009 BKN012 23/20 Q1016
SBCT,2016-01-01 12:40,-49.1758,-25.5285,75.20,66.20,73.61,40.00,4.00,0.00,30.00,M,6.21,M,SCT,BKN,BKN,M,900.00,1300.00,2000.00,M,M,M,M,M,SBCT 011240Z 04004KT 9999 SCT009 BKN013 BKN020 24/19 Q1016
SBCT,2016-01-01 13:00,-49.1758,-25.5285,75.20,68.00,78.34,10.00,4.00,0.00,30.00,M,6.21,M,BKN,BKN,M,M,1300.00,2000.00,M,M,M,M,M,M,SBCT 011300Z 01004KT 9999 BKN013 BKN020 24/20 Q1016
SBCT,2016-01-01 13:45,-49.1758,-25.5285,75.20,66.20,73.61,40.00,9.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,1300.00,1700.00,M,M,M,M,M,M,SBCT 011345Z 04009KT 9999 FEW013 BKN017 24/19 Q1016
SBCT,2016-01-01 14:00,-49.1758,-25.5285,75.20,66.20,73.61,50.00,6.00,0.00,30.00,M,6.21,M,SCT,BKN,M,M,1500.00,1700.00,M,M,M,M,M,M,SBCT 011400Z 05006KT 9999 SCT015 BKN017 24/19 Q1016
SBCT,2016-01-01 15:00,-49.1758,-25.5285,75.20,69.80,83.32,150.00,4.00,0.00,29.97,M,6.21,M,SCT,BKN,M,M,1300.00,2000.00,M,M,M,M,M,M,SBCT 011500Z 15004KT 9999 SCT013 BKN020 24/21 Q1015
SBCT,2016-01-01 16:00,-49.1758,-25.5285,75.20,68.00,78.34,130.00,9.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,M,M,M,M,SBCT 011600Z 13009KT 9999 BKN025 24/20 Q1014
SBCT,2016-01-01 17:00,-49.1758,-25.5285,77.00,68.00,73.78,120.00,9.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,1500.00,2500.00,M,M,M,M,M,M,SBCT 011700Z 12009KT 9999 SCT015 BKN025 25/20 Q1014
SBCT,2016-01-01 18:00,-49.1758,-25.5285,75.20,68.00,78.34,90.00,7.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,1400.00,3000.00,M,M,M,M,M,M,SBCT 011800Z 09007KT 9999 SCT014 BKN030 24/20 Q1013
SBCT,2016-01-01 19:00,-49.1758,-25.5285,73.40,68.00,83.21,90.00,9.00,0.00,29.91,M,6.21,M,BKN,SCT,BKN,M,1300.00,3000.00,7000.00,M,M,M,M,M,SBCT 011900Z 09009KT 9999 BKN013 SCT030 BKN070 23/20 Q1013
SBCT,2016-01-01 20:00,-49.1758,-25.5285,71.60,68.00,88.43,100.00,8.00,0.00,29.91,M,3.73,M,BKN,SCT,M,M,1000.00,2500.00,M,M,-RA,M,M,M,SBCT 012000Z 10008KT 6000 -RA BKN010 SCT025 22/20 Q1013
SBCT,2016-01-01 21:00,-49.1758,-25.5285,69.80,66.20,88.34,110.00,8.00,0.00,29.91,M,6.21,M,BKN,OVC,M,M,1300.00,2500.00,M,M,M,M,M,M,SBCT 012100Z 11008KT 9999 BKN013 OVC025 21/19 Q1013
SBCT,2016-01-01 22:00,-49.1758,-25.5285,68.00,66.20,93.97,100.00,8.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,700.00,900.00,M,M,VCSH,M,M,M,SBCT 012200Z 10008KT 9999 3000SE VCSH SCT007 BKN009 20/19 Q1014
SBCT,2016-01-01 23:00,-49.1758,-25.5285,68.00,66.20,93.97,110.00,5.00,0.00,29.97,M,4.97,M,SCT,BKN,M,M,500.00,700.00,M,M,M,M,M,M,SBCT 012300Z 11005KT 8000 SCT005 BKN007 20/19 Q1015
SBCT,2016-01-02 00:00,-49.1758,-25.5285,68.00,66.20,93.97,110.00,6.00,0.00,30.00,M,4.97,M,BKN,BKN,M,M,500.00,4500.00,M,M,-RA,M,M,M,SBCT 020000Z 11006KT 8000 -RA BKN005 BKN045 20/19 Q1016
SBCT,2016-01-02 01:00,-49.1758,-25.5285,68.00,66.20,93.97,110.00,4.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,700.00,900.00,M,M,-RA,M,M,M,SBCT 020100Z 11004KT 9999 -RA BKN007 OVC009 20/19 Q1017
SBCT,2016-01-02 02:00,-49.1758,-25.5285,66.20,64.40,93.92,110.00,6.00,0.00,30.03,M,6.21,M,BKN,BKN,BKN,M,500.00,900.00,1300.00,M,-RA,M,M,M,SBCT 020200Z 11006KT 9999 -RA BKN005 BKN009 BKN013 19/18 Q1017
SBCT,2016-01-02 03:00,-49.1758,-25.5285,66.20,64.40,93.92,100.00,3.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,500.00,900.00,M,M,-RA,M,M,M,SBCT 020300Z 10003KT 9999 -RA BKN005 OVC009 19/18 Q1017
SBCT,2016-01-02 04:00,-49.1758,-25.5285,66.20,66.20,100.00,110.00,3.00,0.00,30.00,M,6.21,M,BKN,BKN,M,M,700.00,1300.00,M,M,-RA,M,M,M,SBCT 020400Z 11003KT 9999 -RA BKN007 BKN013 19/19 Q1016
SBCT,2016-01-02 05:00,-49.1758,-25.5285,66.20,64.40,93.92,150.00,4.00,0.00,29.97,M,4.97,M,BKN,BKN,OVC,M,600.00,900.00,2000.00,M,-RA,M,M,M,SBCT 020500Z 15004KT 8000 -RA BKN006 BKN009 OVC020 19/18 Q1015
SBCT,2016-01-02 06:00,-49.1758,-25.5285,66.20,64.40,93.92,100.00,5.00,0.00,29.97,M,6.21,M,BKN,BKN,OVC,M,500.00,900.00,10000.00,M,-RA,M,M,M,SBCT 020600Z 10005KT 9999 -RA BKN005 BKN009 OVC100 19/18 Q1015
SBCT,2016-01-02 07:00,-49.1758,-25.5285,66.20,64.40,93.92,110.00,4.00,0.00,29.97,M,6.21,M,SCT,OVC,M,M,300.00,500.00,M,M,M,M,M,M,SBCT 020700Z 11004KT 9999 SCT003 OVC005 19/18 Q1015
SBCT,2016-01-02 08:00,-49.1758,-25.5285,64.40,64.40,100.00,130.00,4.00,0.00,30.00,M,3.11,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,SBCT 020800Z 13004KT 5000 BR OVC003 18/18 Q1016
SBCT,2016-01-02 09:00,-49.1758,-25.5285,64.40,64.40,100.00,130.00,4.00,0.00,30.00,M,4.97,M,BKN,BKN,OVC,M,300.00,700.00,1700.00,M,M,M,M,M,SBCT 020900Z 13004KT 8000 BKN003 BKN007 OVC017 18/18 Q1016
SBCT,2016-01-02 10:00,-49.1758,-25.5285,66.20,64.40,93.92,100.00,4.00,0.00,30.03,M,6.21,M,BKN,BKN,OVC,M,300.00,800.00,1300.00,M,M,M,M,M,SBCT 021000Z 10004KT 9999 BKN003 BKN008 OVC013 19/18 Q1017
SBCT,2016-01-02 11:00,-49.1758,-25.5285,66.20,64.40,93.92,100.00,9.00,0.00,30.03,M,3.73,M,BKN,OVC,M,M,400.00,800.00,M,M,-DZ,M,M,M,SBCT 021100Z 10009KT 6000 -DZ BKN004 OVC008 19/18 Q1017
SBCT,2016-01-02 11:25,-49.1758,-25.5285,68.00,64.40,88.26,100.00,3.00,0.00,30.03,M,1.86,M,BKN,OVC,M,M,500.00,1100.00,M,M,-RA,M,M,M,SBCT 021125Z 10003KT 3000 -RA BKN005 OVC011 20/18 Q1017
SBCT,2016-01-02 11:40,-49.1758,-25.5285,68.00,66.20,93.97,100.00,5.00,0.00,30.03,M,3.11,M,BKN,OVC,M,M,500.00,1200.00,M,M,-RA,M,M,M,SBCT 021140Z 10005KT 5000 -RA BKN005 OVC012 20/19 Q1017
SBCT,2016-01-02 12:00,-49.1758,-25.5285,68.00,66.20,93.97,100.00,5.00,0.00,30.06,M,6.21,M,BKN,OVC,M,M,700.00,1300.00,M,M,M,M,M,M,SBCT 021200Z 10005KT 9999 BKN007 OVC013 20/19 Q1018
SBCT,2016-01-02 13:00,-49.1758,-25.5285,68.00,66.20,93.97,110.00,7.00,0.00,30.06,M,1.86,M,BKN,OVC,M,M,700.00,1200.00,M,M,-RA BR,M,M,M,SBCT 021300Z 11007KT 3000 -RA BR BKN007 OVC012 20/19 Q1018
SBCT,2016-01-02 14:00,-49.1758,-25.5285,68.00,66.20,93.97,90.00,6.00,0.00,30.06,M,1.86,M,BKN,OVC,M,M,700.00,1200.00,M,M,-RA,M,M,M,SBCT 021400Z 09006KT 3000 -RA BKN007 OVC012 20/19 Q1018
SBCT,2016-01-02 15:00,-49.1758,-25.5285,69.80,66.20,88.34,100.00,5.00,0.00,30.03,M,1.86,M,BKN,OVC,M,M,800.00,1500.00,M,M,-RA,M,M,M,SBCT 021500Z 10005KT 3000 -RA BKN008 OVC015 21/19 Q1017
SBCT,2016-01-02 16:00,-49.1758,-25.5285,69.80,66.20,88.34,110.00,8.00,0.00,30.03,M,1.86,M,BKN,OVC,M,M,800.00,1700.00,M,M,-RA,M,M,M,SBCT 021600Z 11008KT 3000 -RA BKN008 OVC017 21/19 Q1017
SBCT,2016-01-02 17:00,-49.1758,-25.5285,69.80,66.20,88.34,140.00,11.00,0.00,30.03,M,2.49,M,BKN,BKN,M,M,800.00,1100.00,M,M,-RA BR,M,M,M,SBCT 021700Z 14011KT 4000 -RA BR BKN008 BKN011 21/19 Q1017
SBCT,2016-01-02 18:00,-49.1758,-25.5285,69.80,64.40,82.98,130.00,9.00,0.00,30.00,M,4.97,M,BKN,BKN,FEW,M,1100.00,2000.00,4000.00,M,M,M,M,M,SBCT 021800Z 13009KT 8000 BKN011 BKN020 FEW040TCU 21/18 Q1016
SBCT,2016-01-02 19:00,-49.1758,-25.5285,68.00,64.40,88.26,130.00,8.00,0.00,30.00,M,6.21,18.00,BKN,BKN,FEW,M,900.00,1500.00,4000.00,M,-RA,M,M,M,SBCT 021900Z 13008G18KT 9999 -RA BKN009 BKN015 FEW040TCU 20/18 Q1016
SBCT,2016-01-02 20:00,-49.1758,-25.5285,66.20,62.60,88.18,130.00,12.00,0.00,30.00,M,6.21,M,BKN,BKN,M,M,900.00,1300.00,M,M,VCSH,M,M,M,SBCT 022000Z 13012KT 9999 VCSH BKN009 BKN013 19/17 Q1016
SBCT,2016-01-02 21:00,-49.1758,-25.5285,66.20,62.60,88.18,120.00,6.00,0.00,30.00,M,4.97,M,BKN,BKN,M,M,700.00,1100.00,M,M,M,M,M,M,SBCT 022100Z 12006KT 8000 BKN007 BKN011 19/17 Q1016
SBCT,2016-01-02 22:00,-49.1758,-25.5285,64.40,62.60,93.88,110.00,7.00,0.00,30.00,M,2.49,M,BKN,BKN,M,M,600.00,900.00,M,M,-DZ BR,M,M,M,SBCT 022200Z 11007KT 4000 -DZ BR BKN006 BKN009 18/17 Q1016
SBCT,2016-01-02 22:37,-49.1758,-25.5285,64.40,62.60,93.88,110.00,6.00,0.00,30.03,M,4.35,M,SCT,BKN,M,M,600.00,800.00,M,M,M,M,M,M,SBCT 022237Z 11006KT 7000 SCT006 BKN008 18/17 Q1017
SBCT,2016-01-02 23:00,-49.1758,-25.5285,64.40,62.60,93.88,120.00,7.00,0.00,30.03,M,4.97,M,SCT,BKN,M,M,600.00,900.00,M,M,M,M,M,M,SBCT 022300Z 12007KT 8000 SCT006 BKN009 18/17 Q1017
SBCT,2016-01-03 00:00,-49.1758,-25.5285,64.40,62.60,93.88,130.00,7.00,0.00,30.06,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,SBCT 030000Z 13007KT 9999 OVC007 18/17 Q1018
SBCT,2016-01-03 01:00,-49.1758,-25.5285,64.40,62.60,93.88,110.00,6.00,0.00,30.06,M,6.21,M,OVC,M,M,M,500.00,M,M,M,M,M,M,M,SBCT 030100Z 11006KT 9999 OVC005 18/17 Q1018
SBCT,2016-01-03 02:00,-49.1758,-25.5285,64.40,62.60,93.88,130.00,5.00,0.00,30.06,M,6.21,M,OVC,M,M,M,500.00,M,M,M,M,M,M,M,SBCT 030200Z 13005KT 9999 OVC005 18/17 Q1018
SBCT,2016-01-03 03:00,-49.1758,-25.5285,64.40,62.60,93.88,130.00,5.00,0.00,30.06,M,4.97,M,OVC,M,M,M,500.00,M,M,M,M,M,M,M,SBCT 030300Z 13005KT 8000 OVC005 18/17 Q1018
SBCT,2016-01-03 04:00,-49.1758,-25.5285,64.40,60.80,88.09,130.00,10.00,0.00,30.03,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,SBCT 030400Z 13010KT 9999 OVC007 18/16 Q1017
SBCT,2016-01-03 05:00,-49.1758,-25.5285,64.40,60.80,88.09,120.00,7.00,0.00,30.03,M,6.21,M,OVC,M,M,M,600.00,M,M,M,M,M,M,M,SBCT 030500Z 12007KT 9999 OVC006 18/16 Q1017
SBCT,2016-01-03 06:00,-49.1758,-25.5285,64.40,62.60,93.88,140.00,6.00,0.00,30.03,M,3.11,M,SCT,OVC,M,M,200.00,500.00,M,M,-DZ,M,M,M,SBCT 030600Z 14006KT 5000 -DZ SCT002 OVC005 18/17 Q1017
SBCT,2016-01-03 07:00,-49.1758,-25.5285,62.60,60.80,93.83,110.00,6.00,0.00,30.00,M,4.97,M,SCT,BKN,BKN,M,300.00,500.00,900.00,M,M,M,M,M,SBCT 030700Z 11006KT 8000 SCT003 BKN005 BKN009 17/16 Q1016
SBCT,2016-01-03 08:00,-49.1758,-25.5285,62.60,60.80,93.83,120.00,4.00,0.00,30.03,M,3.11,M,SCT,OVC,M,M,300.00,500.00,M,M,-DZ,M,M,M,SBCT 030800Z 12004KT 5000 -DZ SCT003 OVC005 17/16 Q1017
SBCT,2016-01-03 09:00,-49.1758,-25.5285,62.60,60.80,93.83,130.00,6.00,0.00,30.06,M,2.49,M,SCT,BKN,OVC,M,300.00,500.00,900.00,M,-DZ,M,M,M,SBCT 030900Z 13006KT 4000 -DZ SCT003 BKN005 OVC009 17/16 Q1018
SBCT,2016-01-03 09:30,-49.1758,-25.5285,62.60,60.80,93.83,120.00,3.00,0.00,30.06,M,1.24,M,SCT,OVC,M,M,300.00,500.00,M,M,-DZ BR,M,M,M,SBCT 030930Z 12003KT 2000 -DZ BR SCT003 OVC005 17/16 Q1018
SBCT,2016-01-03 10:00,-49.1758,-25.5285,62.60,60.80,93.83,130.00,8.00,0.00,30.06,M,1.24,M,SCT,OVC,M,M,300.00,500.00,M,M,-DZ BR,M,M,M,SBCT 031000Z 13008KT 2000 -DZ BR SCT003 OVC005 17/16 Q1018
SBCT,2016-01-03 11:00,-49.1758,-25.5285,64.40,62.60,93.88,120.00,7.00,0.00,30.06,M,1.24,M,SCT,OVC,M,M,300.00,600.00,M,M,-DZ BR,M,M,M,SBCT 031100Z 12007KT 2000 -DZ BR SCT003 OVC006 18/17 Q1018
SBCT,2016-01-03 12:00,-49.1758,-25.5285,66.20,64.40,93.92,80.00,7.00,0.00,30.09,M,1.86,M,FEW,OVC,M,M,300.00,600.00,M,M,-DZ,M,M,M,SBCT 031200Z 08007KT 3000 -DZ FEW003 OVC006 19/18 Q1019
SBCT,2016-01-03 12:14,-49.1758,-25.5285,66.20,64.40,93.92,100.00,10.00,0.00,30.09,M,3.11,M,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,SBCT 031214Z 10010KT 5000 BR OVC007 19/18 Q1019
SBCT,2016-01-03 13:00,-49.1758,-25.5285,68.00,64.40,88.26,90.00,6.00,0.00,30.09,M,6.21,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,SBCT 031300Z 09006KT 9999 OVC008 20/18 Q1019
SBCT,2016-01-03 13:36,-49.1758,-25.5285,69.80,64.40,82.98,90.00,6.00,0.00,30.09,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,SBCT 031336Z 09006KT 9999 OVC010 21/18 Q1019
SBCT,2016-01-03 14:00,-49.1758,-25.5285,69.80,62.60,77.90,100.00,8.00,0.00,30.09,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,SBCT 031400Z 10008KT 9999 OVC013 21/17 Q1019
SBCT,2016-01-03 15:00,-49.1758,-25.5285,71.60,64.40,78.04,90.00,8.00,0.00,30.09,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,SBCT 031500Z 09008KT 9999 OVC013 22/18 Q1019
SBCT,2016-01-03 16:00,-49.1758,-25.5285,71.60,64.40,78.04,110.00,9.00,0.00,30.09,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,SBCT 031600Z 11009KT 9999 OVC013 22/18 Q1019
SBCT,2016-01-03 17:00,-49.1758,-25.5285,68.00,66.20,93.97,120.00,10.00,0.00,30.06,M,3.11,M,OVC,M,M,M,1300.00,M,M,M,-RA,M,M,M,SBCT 031700Z 12010KT 5000 -RA OVC013 20/19 Q1018
SBCT,2016-01-03 18:00,-49.1758,-25.5285,68.00,64.40,88.26,120.00,12.00,0.00,30.06,M,3.73,M,SCT,OVC,M,M,600.00,1300.00,M,M,-RA,M,M,M,SBCT 031800Z 12012KT 6000 -RA SCT006 OVC013 20/18 Q1018
SBCT,2016-01-03 19:00,-49.1758,-25.5285,66.20,62.60,88.18,140.00,12.00,0.00,30.06,M,3.11,M,SCT,OVC,M,M,600.00,1100.00,M,M,-RA,M,M,M,SBCT 031900Z 14012KT 5000 -RA SCT006 OVC011 19/17 Q1018
SBCT,2016-01-03 19:45,-49.1758,-25.5285,66.20,62.60,88.18,140.00,12.00,0.00,30.06,M,6.21,M,SCT,OVC,M,M,600.00,900.00,M,M,M,M,M,M,SBCT 031945Z 14012KT 9999 SCT006 OVC009 19/17 Q1018
SBCT,2016-01-03 20:00,-49.1758,-25.5285,66.20,62.60,88.18,130.00,10.00,0.00,30.06,M,6.21,M,SCT,OVC,M,M,600.00,900.00,M,M,M,M,M,M,SBCT 032000Z 13010KT 9999 SCT006 OVC009 19/17 Q1018
SBCT,2016-01-03 21:00,-49.1758,-25.5285,66.20,62.60,88.18,120.00,10.00,0.00,30.03,M,6.21,M,FEW,OVC,M,M,500.00,900.00,M,M,M,M,M,M,SBCT 032100Z 12010KT 9999 FEW005 OVC009 19/17 Q1017
SBCT,2016-01-03 22:00,-49.1758,-25.5285,64.40,60.80,88.09,130.00,10.00,0.00,30.06,M,3.11,M,SCT,OVC,M,M,600.00,900.00,M,M,-DZ BR,M,M,M,SBCT 032200Z 13010KT 5000 -DZ BR SCT006 OVC009 18/16 Q1018
SBCT,2016-01-03 23:00,-49.1758,-25.5285,62.60,60.80,93.83,100.00,7.00,0.00,30.09,M,3.11,M,SCT,OVC,M,M,400.00,600.00,M,M,-DZ BR,M,M,M,SBCT 032300Z 10007KT 5000 -DZ BR SCT004 OVC006 17/16 Q1019
SBCT,2016-01-04 00:00,-49.1758,-25.5285,62.60,60.80,93.83,120.00,6.00,0.00,30.09,M,2.80,M,FEW,BKN,BKN,M,300.00,500.00,800.00,M,-DZ BR,M,M,M,SBCT 040000Z 12006KT 4500 -DZ BR FEW003 BKN005 BKN008 17/16 Q1019
SBCT,2016-01-04 01:00,-49.1758,-25.5285,62.60,60.80,93.83,110.00,6.00,0.00,30.12,M,3.11,M,BKN,BKN,M,M,500.00,900.00,M,M,-DZ BR,M,M,M,SBCT 040100Z 11006KT 5000 -DZ BR BKN005 BKN009 17/16 Q1020
SBCT,2016-01-04 02:00,-49.1758,-25.5285,62.60,60.80,93.83,120.00,7.00,0.00,30.12,M,3.73,M,BKN,BKN,M,M,500.00,1100.00,M,M,-DZ,M,M,M,SBCT 040200Z 12007KT 6000 -DZ BKN005 BKN011 17/16 Q1020
SBCT,2016-01-04 03:00,-49.1758,-25.5285,62.60,60.80,93.83,100.00,7.00,0.00,30.12,M,4.97,M,BKN,BKN,M,M,600.00,1300.00,M,M,M,M,M,M,SBCT 040300Z 10007KT 8000 BKN006 BKN013 17/16 Q1020
SBCT,2016-01-04 04:00,-49.1758,-25.5285,62.60,60.80,93.83,100.00,3.00,0.00,30.09,M,4.97,M,SCT,BKN,M,M,400.00,500.00,M,M,M,M,M,M,SBCT 040400Z 10003KT 8000 SCT004 BKN005 17/16 Q1019
SBCT,2016-01-04 05:00,-49.1758,-25.5285,62.60,62.60,100.00,120.00,7.00,0.00,30.09,M,6.21,M,SCT,BKN,M,M,300.00,700.00,M,M,M,M,M,M,SBCT 040500Z 12007KT 9999 SCT003 BKN007 17/17 Q1019
SBCT,2016-01-04 06:00,-49.1758,-25.5285,62.60,60.80,93.83,100.00,6.00,0.00,30.06,M,6.21,M,BKN,BKN,M,M,500.00,900.00,M,M,M,M,M,M,SBCT 040600Z 10006KT 9999 BKN005 BKN009 17/16 Q1018
SBCT,2016-01-04 07:00,-49.1758,-25.5285,62.60,60.80,93.83,110.00,5.00,0.00,30.06,M,4.97,M,FEW,BKN,BKN,M,400.00,600.00,900.00,M,M,M,M,M,SBCT 040700Z 11005KT 8000 FEW004 BKN006 BKN009 17/16 Q1018
SBCT,2016-01-04 08:00,-49.1758,-25.5285,62.60,62.60,100.00,70.00,6.00,0.00,30.06,M,3.73,M,BKN,BKN,M,M,500.00,700.00,M,M,-DZ,M,M,M,SBCT 040800Z 07006KT 6000 -DZ BKN005 BKN007 17/17 Q1018
SBCT,2016-01-04 09:00,-49.1758,-25.5285,62.60,62.60,100.00,70.00,9.00,0.00,30.06,M,2.49,M,FEW,BKN,OVC,M,400.00,600.00,900.00,M,-DZ,M,M,M,SBCT 040900Z 07009KT 4000 -DZ FEW004 BKN006 OVC009 17/17 Q1018
SBCT,2016-01-04 10:00,-49.1758,-25.5285,62.60,62.60,100.00,70.00,9.00,0.00,30.09,M,1.24,M,SCT,OVC,M,M,300.00,800.00,M,M,-DZ BR,M,M,M,SBCT 041000Z 07009KT 2000 -DZ BR SCT003 OVC008 17/17 Q1019
SBCT,2016-01-04 11:00,-49.1758,-25.5285,64.40,60.80,88.09,60.00,10.00,0.00,30.09,M,1.55,M,SCT,OVC,M,M,300.00,800.00,M,M,-DZ BR,M,M,M,SBCT 041100Z 06010KT 2500 -DZ BR SCT003 OVC008 18/16 Q1019
SBCT,2016-01-04 11:31,-49.1758,-25.5285,64.40,60.80,88.09,70.00,8.00,0.00,30.09,M,1.86,M,FEW,OVC,M,M,400.00,700.00,M,M,-DZ,M,M,M,SBCT 041131Z 07008KT 3000 -DZ FEW004 OVC007 18/16 Q1019
SBCT,2016-01-04 12:00,-49.1758,-25.5285,64.40,60.80,88.09,50.00,8.00,0.00,30.12,M,1.86,M,BKN,OVC,M,M,800.00,1200.00,M,M,-DZ,M,M,M,SBCT 041200Z 05008KT 3000 -DZ BKN008 OVC012 18/16 Q1020
SBCT,2016-01-04 13:00,-49.1758,-25.5285,64.40,60.80,88.09,40.00,10.00,0.00,30.12,M,1.86,M,BKN,OVC,M,M,800.00,1200.00,M,M,-DZ,M,M,M,SBCT 041300Z 04010KT 3000 -DZ BKN008 OVC012 18/16 Q1020
SBCT,2016-01-04 14:00,-49.1758,-25.5285,66.20,62.60,88.18,50.00,8.00,0.00,30.12,M,3.11,M,BKN,OVC,M,M,900.00,1500.00,M,M,-DZ,M,M,M,SBCT 041400Z 05008KT 5000 -DZ BKN009 OVC015 19/17 Q1020
SBCT,2016-01-04 14:53,-49.1758,-25.5285,66.20,62.60,88.18,50.00,12.00,0.00,30.12,M,1.24,M,OVC,M,M,M,800.00,M,M,M,-DZ,M,M,M,SBCT 041453Z 05012KT 2000 -DZ OVC008 19/17 Q1020
